symbol,events,gross_bps,gross_ci95_low_unadjusted,gross_ci95_high_unadjusted,current_full_spread_bps,current_turnover_usd,current_oi_usd,illustrative_fee_plus_spread_net_bps,illustrative_optin_fee_plus_spread_net_bps
1000BONKUSD,78,21.78220221910742,9.695612667004404,36.92280165392232,12.281240405281231,23713.283000000003,20298.3074,-2.2990381861738136,3.6009618138261867
1000FLOKIUSD,71,5.829212202423157,-2.965407598313782,17.413425947963116,19.82946658734799,50057.931,8789.1125,-25.800254384924834,-19.900254384924835
1000PEPEUSD,78,14.804122298325884,-0.7566120025835409,31.989444529536094,10.97441229134172,220126.04820000008,67266.6600,-7.970289993015836,-2.0702899930158356
1000SHIBUSD,77,13.688880577050913,3.721934156277218,25.941769841966508,5.71265352756266,45547.109,36745.8556,-3.8237729505117475,2.076227049488253
DOGEUSD,78,-4.336037128925687,-9.496526498961867,1.0844661965254454,3.5383617385153325,5644912.353000006,935097.0000,-19.67439886744102,-13.77439886744102
WIFUSD,76,12.683587085613501,2.1656714098306513,28.64600743147526,9.861932938856299,34836.565,29637.0936,-8.978345853242798,-3.078345853242798
